# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
192962,400000001,1
192080,400000001,1
192527,400000001,1
191066,400000001,1
192014,400000001,1
192080,400000001,1
191832,400000001,1
205862,400000001,1
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
709876,600000001,1
196693,600000001,1
193523,600000001,1
225105,600000001,1
194888,600000001,1
192736,600000001,1
208216,600000001,1
192116,600000001,1
222172,600000001,1
191505,600000001,1
192517,600000001,1
191781,600000001,1
205430,600000001,1
191692,600000001,1
208143,600000001,1
192044,600000001,1
191835,600000001,1
191485,600000001,1
191796,600000001,1
191552,600000001,1
206275,600000001,1
192063,600000001,1
192008,600000001,1
192744,600000001,1
207939,600000001,1
192125,600000001,1
191843,600000001,1
192223,600000001,1
191735,600000001,1
192113,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
718422,800000001,1
190776,800000001,1
194350,800000001,1
223504,800000001,1
193423,800000001,1
192032,800000001,1
222820,800000001,1
191374,800000001,1
221720,800000001,1
191274,800000001,1
193050,800000001,1
190939,800000001,1
207053,800000001,1
192085,800000001,1
207607,800000001,1
192466,800000001,1
192547,800000001,1
192328,800000001,1
192978,800000001,1
190690,800000001,1
206827,800000001,1
192911,800000001,1
212547,800000001,1
191104,800000001,1
190669,800000001,1
190600,800000001,1
192354,800000001,1
191981,800000001,1
191820,800000001,1
191738,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
763127,1000000001,1
272062,1000000001,1
194545,1000000001,1
206721,1000000001,1
224316,1000000001,1
192318,1000000001,1
205519,1000000001,1
209304,1000000001,1
191293,1000000001,1
205146,1000000001,1
191962,1000000001,1
192252,1000000001,1
208934,1000000001,1
193706,1000000001,1
192272,1000000001,1
209679,1000000001,1
191721,1000000001,1
191852,1000000001,1
192042,1000000001,1
192819,1000000001,1
209003,1000000001,1
192008,1000000001,1
192042,1000000001,1
206464,1000000001,1
191925,1000000001,1
191387,1000000001,1
192508,1000000001,1
192634,1000000001,1
192288,1000000001,1
193217,1000000001,1
