num_tokens,time_stamp
1,1773747362356
1,1773747362356
1,1773747362357
1,1773747362405
2,1773747362406
1,1773747362407
2,1773747362407
1,1773747362408
4,1773747362408
1,1773747362409
5,1773747362409
2,1773747362409
1,1773747362409
1,1773747362410
1,1773747362410
1,1773747362410
2,1773747362410
1,1773747362434
3,1773747362463
1,1773747362464
2,1773747362464
2,1773747362464
5,1773747362464
3,1773747362464
1,1773747362464
1,1773747362464
2,1773747362465
1,1773747362465
1,1773747362465
1,1773747362467
1,1773747362476
1,1773747362478
1,1773747362481
2,1773747362516
1,1773747362516
1,1773747362517
1,1773747362518
3,1773747362518
2,1773747362519
4,1773747362519
1,1773747362520
1,1773747362520
3,1773747362520
2,1773747362520
3,1773747362521
1,1773747362521
1,1773747362554
4,1773747362573
1,1773747362573
2,1773747362574
1,1773747362574
1,1773747362574
4,1773747362575
3,1773747362575
2,1773747362575
2,1773747362576
1,1773747362576
1,1773747362576
1,1773747362577
1,1773747362577
1,1773747362577
1,1773747362588
1,1773747362611
2,1773747362629
3,1773747362629
5,1773747362630
4,1773747362630
1,1773747362630
5,1773747362631
1,1773747362631
2,1773747362631
1,1773747362631
1,1773747362632
1,1773747362633
2,1773747362633
2,1773747362633
1,1773747362633
1,1773747362686
2,1773747362686
1,1773747362686
4,1773747362686
3,1773747362686
3,1773747362686
3,1773747362687
2,1773747362687
2,1773747362687
3,1773747362688
4,1773747362688
2,1773747362688
1,1773747362692
2,1773747362741
4,1773747362742
3,1773747362742
1,1773747362742
6,1773747362742
1,1773747362743
1,1773747362743
3,1773747362743
1,1773747362743
1,1773747362744
1,1773747362744
1,1773747362744
1,1773747362744
1,1773747362745
1,1773747362797
5,1773747362797
3,1773747362797
2,1773747362797
1,1773747362797
1,1773747362798
3,1773747362798
1,1773747362798
3,1773747362798
1,1773747362799
2,1773747362799
2,1773747362800
1,1773747362800
4,1773747362800
2,1773747362856
3,1773747362856
7,1773747362857
2,1773747362857
2,1773747362857
1,1773747362857
1,1773747362859
1,1773747362859
5,1773747362859
3,1773747362860
1,1773747362861
1,1773747362862
1,1773747362913
4,1773747362915
2,1773747362915
1,1773747362915
2,1773747362915
2,1773747362915
1,1773747362915
2,1773747362916
1,1773747362916
1,1773747362916
1,1773747362916
2,1773747362916
2,1773747362918
1,1773747362918
1,1773747362918
1,1773747362919
8,1773747362973
1,1773747362974
5,1773747362974
2,1773747362975
3,1773747362975
1,1773747362975
5,1773747362975
3,1773747362976
1,1773747362976
1,1773747362980
2,1773747363028
1,1773747363029
3,1773747363029
2,1773747363029
2,1773747363029
1,1773747363030
3,1773747363030
7,1773747363030
2,1773747363031
2,1773747363031
2,1773747363032
2,1773747363084
1,1773747363085
1,1773747363085
7,1773747363085
1,1773747363086
3,1773747363086
2,1773747363087
1,1773747363087
2,1773747363087
1,1773747363087
3,1773747363089
1,1773747363091
5,1773747363138
3,1773747363138
2,1773747363138
1,1773747363138
1,1773747363139
1,1773747363139
2,1773747363139
2,1773747363140
2,1773747363140
1,1773747363140
1,1773747363140
1,1773747363140
1,1773747363141
1,1773747363142
2,1773747363142
5,1773747363197
2,1773747363198
2,1773747363198
6,1773747363198
1,1773747363199
2,1773747363199
3,1773747363200
1,1773747363200
3,1773747363200
4,1773747363200
1,1773747363201
1,1773747363203
2,1773747363251
3,1773747363251
2,1773747363251
3,1773747363252
1,1773747363252
2,1773747363252
3,1773747363252
1,1773747363252
1,1773747363252
1,1773747363252
3,1773747363253
1,1773747363253
1,1773747363254
1,1773747363254
1,1773747363255
2,1773747363255
1,1773747363255
1,1773747363308
2,1773747363311
1,1773747363312
5,1773747363312
1,1773747363312
2,1773747363312
2,1773747363313
1,1773747363314
2,1773747363314
4,1773747363314
2,1773747363314
1,1773747363314
1,1773747363315
1,1773747363315
2,1773747363315
1,1773747363315
1,1773747363315
2,1773747363368
2,1773747363368
6,1773747363369
5,1773747363369
2,1773747363369
1,1773747363369
3,1773747363369
3,1773747363369
3,1773747363369
3,1773747363370
2,1773747363424
3,1773747363425
4,1773747363425
3,1773747363425
1,1773747363425
1,1773747363425
4,1773747363426
1,1773747363426
1,1773747363427
3,1773747363427
2,1773747363428
1,1773747363428
1,1773747363429
7,1773747363483
2,1773747363483
1,1773747363484
1,1773747363485
2,1773747363485
4,1773747363486
1,1773747363486
2,1773747363486
1,1773747363486
1,1773747363488
3,1773747363534
2,1773747363535
3,1773747363535
2,1773747363536
1,1773747363536
1,1773747363536
4,1773747363537
1,1773747363537
1,1773747363537
3,1773747363537
2,1773747363538
2,1773747363540
3,1773747363540
4,1773747363593
1,1773747363593
2,1773747363594
1,1773747363594
1,1773747363594
1,1773747363594
2,1773747363594
3,1773747363595
1,1773747363595
1,1773747363595
2,1773747363595
2,1773747363596
3,1773747363596
2,1773747363596
2,1773747363597
1,1773747363608
1,1773747363649
2,1773747363650
1,1773747363650
3,1773747363650
1,1773747363650
2,1773747363650
3,1773747363650
1,1773747363651
3,1773747363651
1,1773747363652
1,1773747363653
1,1773747363653
1,1773747363653
1,1773747363654
1,1773747363701
1,1773747363702
3,1773747363703
2,1773747363703
1,1773747363703
1,1773747363704
1,1773747363705
4,1773747363705
2,1773747363705
1,1773747363706
1,1773747363707
1,1773747363707
1,1773747363738
1,1773747363739
2,1773747363755
1,1773747363756
1,1773747363756
1,1773747363757
1,1773747363757
2,1773747363759
1,1773747363759
8,1773747363759
1,1773747363759
1,1773747363759
1,1773747363760
1,1773747363784
1,1773747363811
2,1773747363811
1,1773747363812
1,1773747363812
2,1773747363812
3,1773747363813
1,1773747363813
4,1773747363814
2,1773747363814
1,1773747363814
2,1773747363814
7,1773747363814
2,1773747363815
1,1773747363816
1,1773747363869
4,1773747363870
5,1773747363870
1,1773747363871
1,1773747363871
1,1773747363871
2,1773747363871
1,1773747363871
6,1773747363871
3,1773747363871
1,1773747363872
2,1773747363874
6,1773747363928
1,1773747363929
3,1773747363929
3,1773747363929
3,1773747363930
2,1773747363930
2,1773747363930
1,1773747363931
1,1773747363931
2,1773747363931
1,1773747363932
1,1773747363932
2,1773747363986
1,1773747363986
3,1773747363987
2,1773747363988
1,1773747363988
3,1773747363988
2,1773747363988
1,1773747363989
2,1773747363989
1,1773747363989
2,1773747363990
2,1773747363990
1,1773747363992
1,1773747363992
1,1773747363992
1,1773747364040
3,1773747364040
1,1773747364040
1,1773747364040
1,1773747364040
1,1773747364040
2,1773747364040
1,1773747364040
4,1773747364041
1,1773747364041
1,1773747364042
1,1773747364042
2,1773747364043
1,1773747364044
1,1773747364050
1,1773747364059
3,1773747364097
5,1773747364098
7,1773747364098
1,1773747364098
2,1773747364098
1,1773747364099
3,1773747364099
1,1773747364099
1,1773747364099
1,1773747364100
1,1773747364100
1,1773747364153
2,1773747364153
1,1773747364154
2,1773747364154
4,1773747364154
1,1773747364155
4,1773747364155
2,1773747364155
1,1773747364155
2,1773747364155
1,1773747364155
1,1773747364157
2,1773747364157
1,1773747364157
1,1773747364209
4,1773747364210
1,1773747364210
4,1773747364210
2,1773747364210
2,1773747364211
1,1773747364211
2,1773747364211
1,1773747364212
5,1773747364213
2,1773747364214
2,1773747364218
2,1773747364264
2,1773747364265
3,1773747364266
1,1773747364267
1,1773747364267
1,1773747364267
2,1773747364267
2,1773747364267
2,1773747364267
1,1773747364268
1,1773747364268
1,1773747364269
1,1773747364269
1,1773747364270
1,1773747364271
1,1773747364272
2,1773747364288
1,1773747364320
1,1773747364321
