batch_size,avg_time_ms
268,0.027233
269,0.027256
270,0.027236
271,0.027244
272,0.027313
273,0.027261
274,0.027241
275,0.027264
276,0.027233
277,0.027241
278,0.027233
279,0.027259
280,0.027249
281,0.027238
282,0.027246
283,0.027249
284,0.027251
285,0.027233
286,0.027261
287,0.027249
288,0.027244
289,0.027231
290,0.027256
291,0.027246
292,0.027277
293,0.027267
294,0.027241
295,0.027254
296,0.027254
297,0.027267
298,0.027244
299,0.027259
300,0.027241
301,0.027251
302,0.027233
303,0.027251
304,0.027246
305,0.027259
306,0.027267
307,0.027246
308,0.027261
309,0.027548
310,0.027264
311,0.027246
312,0.027261
313,0.027249
314,0.027256
315,0.027244
316,0.027251
317,0.027249
318,0.027267
319,0.027274
320,0.027246
321,0.027274
322,0.027272
323,0.027269
324,0.027254
325,0.027279
326,0.027259
327,0.027264
328,0.027244
329,0.027256
330,0.027246
331,0.027261
332,0.027750
333,0.027254
334,0.027274
335,0.027274
336,0.027269
337,0.027251
338,0.027267
339,0.027251
340,0.027254
341,0.027249
342,0.027261
343,0.027259
344,0.027277
345,0.027274
346,0.027254
347,0.027254
348,0.027261
349,0.027264
350,0.027249
351,0.027264
352,0.027251
353,0.027244
354,0.027238
355,0.027264
356,0.027259
357,0.027264
358,0.027274
359,0.027251
360,0.027269
361,0.027282
362,0.027277
363,0.027261
364,0.027290
365,0.027264
366,0.027259
367,0.027254
368,0.027272
369,0.027267
370,0.027274
371,0.027284
372,0.027249
373,0.027269
374,0.027604
375,0.027274
376,0.027272
377,0.027297
378,0.027277
379,0.027277
380,0.027267
381,0.027284
382,0.027297
383,0.027302
384,0.027305
385,0.027366
386,0.027384
387,0.027395
388,0.027400
389,0.027382
390,0.027405
391,0.027379
392,0.027395
393,0.027372
394,0.027392
395,0.027389
396,0.027871
397,0.027392
398,0.027372
399,0.027402
400,0.027420
401,0.027528
402,0.027387
403,0.027402
404,0.027377
405,0.027387
406,0.027366
407,0.027382
408,0.027372
409,0.027395
410,0.027407
411,0.027374
412,0.027379
413,0.027681
414,0.027402
415,0.027379
416,0.027405
417,0.027387
418,0.027395
419,0.027379
420,0.027397
421,0.027395
422,0.027412
423,0.027400
424,0.027395
425,0.027387
426,0.027392
427,0.027392
428,0.027402
429,0.027415
430,0.027389
431,0.027392
432,0.027374
433,0.027405
434,0.027395
435,0.027410
436,0.027418
437,0.027397
438,0.027410
439,0.027425
440,0.027402
441,0.027397
442,0.027420
443,0.027400
444,0.027395
445,0.027387
446,0.027392
447,0.027392
448,0.027418
449,0.027402
450,0.027384
451,0.027407
452,0.027420
453,0.027400
454,0.027392
455,0.027428
456,0.027415
457,0.027405
458,0.027666
459,0.027400
460,0.027402
461,0.027412
462,0.027410
463,0.027384
464,0.028073
465,0.027400
466,0.027407
467,0.027418
468,0.027425
469,0.027405
470,0.027415
471,0.027402
472,0.027425
473,0.027400
474,0.027428
475,0.027433
476,0.027389
477,0.028012
478,0.027425
479,0.027415
480,0.027415
481,0.027420
482,0.027423
483,0.027420
484,0.027402
485,0.027412
486,0.027415
487,0.027430
488,0.027430
489,0.027423
490,0.027425
491,0.027430
492,0.027443
493,0.027425
494,0.027456
495,0.027438
496,0.027441
497,0.027430
498,0.027448
499,0.027441
500,0.027459
501,0.027433
502,0.027773
503,0.027433
504,0.027453
505,0.027448
506,0.027433
507,0.027456
508,0.027436
509,0.027438
510,0.027423
511,0.027446
512,0.027451
513,0.040376
514,0.040389
515,0.040366
516,0.040387
517,0.040376
518,0.040384
519,0.040381
520,0.040394
521,0.040369
522,0.040376
523,0.040366
524,0.040402
525,0.040387
526,0.040392
527,0.040389
528,0.040353
529,0.040389
530,0.040402
531,0.040394
532,0.040379
533,0.040394
534,0.040392
535,0.040384
536,0.040366
537,0.040387
538,0.040397
539,0.040407
540,0.040402
541,0.040387
542,0.040417
543,0.040404
544,0.040394
545,0.040392
546,0.040397
547,0.040369
548,0.040387
549,0.040358
550,0.040392
551,0.040399
552,0.040417
553,0.040394
554,0.040361
555,0.040387
556,0.040387
557,0.040399
558,0.040379
559,0.040407
560,0.040394
561,0.040394
562,0.040374
563,0.040389
564,0.040387
565,0.040407
566,0.040394
567,0.040371
568,0.040387
569,0.040389
570,0.040392
571,0.040379
572,0.040415
573,0.040392
574,0.040392
575,0.040366
576,0.040392
577,0.040376
578,0.040397
579,0.040407
580,0.040387
581,0.040402
582,0.040394
583,0.040407
584,0.040384
585,0.040417
586,0.040410
587,0.040389
588,0.040394
589,0.040404
590,0.040407
591,0.040430
592,0.040420
593,0.040417
594,0.040433
595,0.040435
596,0.040435
597,0.040417
598,0.040430
599,0.040402
600,0.040428
601,0.040760
602,0.040448
603,0.040453
604,0.040489
605,0.040471
606,0.040466
607,0.040479
608,0.040461
609,0.040474
610,0.040453
611,0.040492
612,0.040468
613,0.040479
614,0.040471
615,0.040484
616,0.040484
617,0.040517
618,0.040509
619,0.040479
620,0.040512
621,0.040786
622,0.040492
623,0.040492
624,0.040530
625,0.040520
626,0.040515
627,0.040499
628,0.040497
629,0.041531
630,0.040517
631,0.040532
632,0.040527
633,0.040545
634,0.040556
635,0.040548
636,0.040538
637,0.040556
638,0.040525
639,0.040538
640,0.040530
641,0.040576
642,0.040568
643,0.040589
644,0.040768
645,0.040568
646,0.040771
647,0.040591
648,0.040558
649,0.040584
650,0.040584
651,0.040573
652,0.040563
653,0.040553
654,0.040561
655,0.040561
656,0.040576
657,0.040579
658,0.040556
659,0.040558
660,0.040568
661,0.040563
662,0.040556
663,0.040573
664,0.040561
665,0.040573
666,0.040553
667,0.040568
668,0.040571
669,0.040581
670,0.040579
671,0.040566
672,0.040584
673,0.040581
674,0.040563
675,0.040566
676,0.040596
677,0.040586
678,0.040573
679,0.040730
680,0.040563
681,0.040573
682,0.040594
683,0.040589
684,0.040568
685,0.040584
686,0.040596
687,0.040591
688,0.040586
689,0.040604
690,0.040604
691,0.040579
692,0.040571
693,0.040594
694,0.040568
695,0.040591
696,0.040594
697,0.040568
698,0.040594
699,0.040599
700,0.040594
701,0.040581
702,0.040604
703,0.040568
704,0.040571
705,0.041021
706,0.040568
707,0.040581
708,0.040594
709,0.040584
710,0.040573
711,0.040591
712,0.040604
713,0.040602
714,0.040602
715,0.040596
716,0.040599
717,0.040579
718,0.040553
719,0.040579
720,0.040579
721,0.040612
722,0.040602
723,0.040589
724,0.040612
725,0.040609
726,0.040607
727,0.040596
728,0.040622
729,0.040602
730,0.040604
731,0.040576
732,0.040596
733,0.040604
734,0.040609
735,0.040632
736,0.040609
737,0.040622
738,0.040617
739,0.040617
740,0.040719
741,0.040643
742,0.040620
743,0.040609
744,0.040594
745,0.040614
746,0.040599
747,0.040622
748,0.040617
749,0.040596
750,0.040620
751,0.040614
752,0.040620
753,0.040625
754,0.040622
755,0.040635
756,0.040627
757,0.040594
758,0.040625
759,0.040602
760,0.040627
761,0.040614
762,0.040622
763,0.040640
764,0.040648
765,0.040625
766,0.040645
767,0.040645
768,0.040620
769,0.053394
770,0.053391
771,0.053404
772,0.053386
773,0.053414
774,0.053404
775,0.053409
776,0.053683
777,0.053437
778,0.053432
779,0.053432
780,0.053448
781,0.053445
782,0.053417
783,0.053414
784,0.053445
785,0.053437
786,0.053445
787,0.053458
788,0.053427
789,0.053448
790,0.053430
791,0.053445
792,0.053437
793,0.053450
794,0.053437
795,0.053430
796,0.053432
797,0.053468
798,0.053450
799,0.053471
800,0.053466
801,0.053463
802,0.053466
803,0.053478
804,0.053455
805,0.053478
806,0.053484
807,0.053463
808,0.053463
809,0.053468
810,0.053476
811,0.053478
812,0.053496
813,0.053499
814,0.053494
815,0.053509
816,0.053501
817,0.053517
818,0.053476
819,0.053496
820,0.053478
821,0.053486
822,0.053471
823,0.053509
824,0.053468
825,0.053494
826,0.053499
827,0.053491
828,0.053514
829,0.053504
830,0.053517
831,0.053484
832,0.053504
833,0.053489
834,0.053499
835,0.053481
836,0.053491
837,0.053499
838,0.053514
839,0.053535
840,0.053509
841,0.053530
842,0.053545
843,0.053537
844,0.053519
845,0.053568
846,0.053537
847,0.053542
848,0.053530
849,0.053563
850,0.053545
851,0.053829
852,0.053568
853,0.053548
854,0.053568
855,0.053548
856,0.053568
857,0.053563
858,0.053588
859,0.053555
860,0.053558
861,0.053553
862,0.053560
863,0.053583
864,0.053601
865,0.053568
866,0.053568
867,0.053596
868,0.053591
869,0.053596
870,0.053588
871,0.053606
872,0.053576
873,0.053599
874,0.053573
875,0.053583
876,0.053588
877,0.053604
878,0.053612
879,0.053619
880,0.053614
881,0.053624
882,0.053624
883,0.053629
884,0.053647
885,0.053606
886,0.053617
887,0.053773
888,0.053622
889,0.053637
890,0.053632
891,0.053645
892,0.053629
893,0.053627
894,0.053652
895,0.053645
896,0.053647
897,0.053647
898,0.053645
899,0.053652
900,0.053629
901,0.053640
902,0.053650
903,0.053637
904,0.053658
905,0.053642
906,0.053652
907,0.053663
908,0.053660
909,0.053642
910,0.053670
911,0.053655
912,0.053665
913,0.053624
914,0.053755
915,0.053891
916,0.053668
917,0.053676
918,0.053647
919,0.053676
920,0.053670
921,0.053678
922,0.053668
923,0.053696
924,0.053668
925,0.053681
926,0.053681
927,0.053691
928,0.053678
929,0.053706
930,0.053699
931,0.053688
932,0.053686
933,0.053704
934,0.053688
935,0.053686
936,0.053706
937,0.053676
938,0.053696
939,0.053660
940,0.053706
941,0.053681
942,0.053691
943,0.053696
944,0.053719
945,0.053709
946,0.053714
947,0.053711
948,0.053699
949,0.053734
950,0.053727
951,0.053711
952,0.053701
953,0.053729
954,0.053714
955,0.053752
956,0.053737
957,0.053732
958,0.053745
959,0.053729
960,0.053747
961,0.053727
962,0.053755
963,0.053737
964,0.054203
965,0.053745
966,0.053747
967,0.053745
968,0.053757
969,0.053765
970,0.053750
971,0.053778
972,0.053770
973,0.053768
974,0.053770
975,0.053798
976,0.053770
977,0.053773
978,0.053747
979,0.053773
980,0.053780
981,0.053788
982,0.053804
983,0.054100
984,0.053775
985,0.054108
986,0.053775
987,0.053770
988,0.053796
989,0.053775
990,0.053780
991,0.053763
992,0.053793
993,0.053796
994,0.053788
995,0.053811
996,0.053891
997,0.053809
998,0.053786
999,0.053811
1000,0.053796
1001,0.053814
1002,0.053801
1003,0.054077
1004,0.053780
1005,0.054218
1006,0.053796
1007,0.053824
1008,0.053829
1009,0.053819
1010,0.053832
1011,0.053819
1012,0.054090
1013,0.053814
1014,0.054049
1015,0.053791
1016,0.053809
1017,0.053806
1018,0.053839
1019,0.054141
1020,0.053883
1021,0.054269
1022,0.053834
1023,0.054011
1024,0.053990
