batch_size,avg_time_ms
1,0.014113
2,0.014111
3,0.014095
4,0.014111
5,0.014103
6,0.014121
7,0.014121
8,0.014108
9,0.014121
10,0.014121
11,0.014116
12,0.014108
13,0.014126
14,0.014121
15,0.014124
16,0.014103
17,0.014159
18,0.014144
19,0.014159
20,0.014175
21,0.014172
22,0.014213
23,0.014200
24,0.014198
25,0.014172
26,0.014205
27,0.014182
28,0.014185
29,0.014185
30,0.014198
31,0.014190
32,0.014211
33,0.014195
34,0.014182
35,0.014200
36,0.014193
37,0.014211
38,0.014188
39,0.014203
40,0.014195
41,0.014190
42,0.014164
43,0.014193
44,0.014185
45,0.014216
46,0.014208
47,0.014182
48,0.014211
49,0.014203
50,0.014203
51,0.014205
52,0.014193
53,0.014188
54,0.014190
55,0.014172
56,0.014195
57,0.014193
58,0.014205
59,0.014208
60,0.014195
61,0.014200
62,0.014203
63,0.014198
64,0.014180
65,0.014216
66,0.014211
67,0.014203
68,0.014185
69,0.014200
70,0.014185
71,0.014208
72,0.014203
73,0.014231
74,0.014228
75,0.014228
76,0.014234
77,0.014216
78,0.014241
79,0.014231
80,0.014236
81,0.014208
82,0.014239
83,0.014226
84,0.014241
85,0.014280
86,0.014262
87,0.014287
88,0.014280
89,0.014264
90,0.014249
91,0.014275
92,0.014264
93,0.014252
94,0.014236
95,0.014257
96,0.014259
97,0.014259
98,0.014257
99,0.014244
100,0.014282
101,0.014264
102,0.014257
103,0.014257
104,0.014264
105,0.014198
106,0.014211
107,0.014200
108,0.014218
109,0.014218
110,0.014218
111,0.014241
112,0.014211
113,0.014221
114,0.014234
115,0.014231
116,0.014228
117,0.014226
118,0.014223
119,0.014218
120,0.014205
121,0.014213
122,0.014193
123,0.014218
124,0.014218
125,0.014223
126,0.014241
127,0.014239
128,0.014239
129,0.014277
130,0.014298
131,0.014269
132,0.014280
133,0.014272
134,0.014282
135,0.014282
136,0.014305
137,0.014303
138,0.014277
139,0.014295
140,0.014298
141,0.014308
142,0.014292
143,0.014310
144,0.014272
145,0.014303
146,0.014262
147,0.014290
148,0.014292
149,0.014310
150,0.014305
151,0.014277
152,0.014305
153,0.014303
154,0.014305
155,0.014298
156,0.014323
157,0.014303
158,0.014303
159,0.014282
160,0.014303
161,0.014280
162,0.014316
163,0.014321
164,0.014292
165,0.014316
166,0.014321
167,0.014318
168,0.014316
169,0.014328
170,0.014316
171,0.014313
172,0.014292
173,0.014308
174,0.014316
175,0.014333
176,0.014328
177,0.014308
178,0.014336
179,0.014328
180,0.014333
181,0.014326
182,0.014344
183,0.014328
184,0.014326
185,0.014318
186,0.014336
187,0.014341
188,0.014354
189,0.014351
190,0.014339
191,0.014356
192,0.014359
193,0.014362
194,0.014346
195,0.014372
196,0.014339
197,0.014364
198,0.014339
199,0.014356
200,0.014354
201,0.014367
202,0.014349
203,0.014346
204,0.014369
205,0.014372
206,0.014367
207,0.014364
208,0.014380
209,0.014362
210,0.014390
211,0.014382
212,0.014405
213,0.014397
214,0.014423
215,0.014408
216,0.014410
217,0.014428
218,0.014444
219,0.014438
220,0.014426
221,0.014456
222,0.014446
223,0.014444
224,0.014418
225,0.014449
226,0.014444
227,0.014464
228,0.014459
229,0.014449
230,0.014467
231,0.014710
232,0.014938
233,0.014484
234,0.014505
235,0.014502
236,0.014484
237,0.014484
238,0.014520
239,0.014502
240,0.014525
241,0.014523
242,0.014497
243,0.014515
244,0.014520
245,0.014497
246,0.014500
247,0.014518
248,0.014508
249,0.014510
250,0.014474
251,0.014515
252,0.014505
253,0.014523
254,0.014531
255,0.014508
256,0.014541
257,0.027256
258,0.027256
259,0.027238
260,0.027254
261,0.027241
262,0.027246
263,0.027231
264,0.027236
265,0.027238
266,0.027264
267,0.027264
