# Hoverboard test (1048576 1 1000000000)
# time(ns),sleep_time(ns),repetitions
# Hoverboard test (1048576 1 600000001)
# time(ns),sleep_time(ns),repetitions
30139990,600000001,1
198090,600000001,1
194953,600000001,1
198482,600000001,1
195825,600000001,1
192514,600000001,1
193579,600000001,1
195380,600000001,1
200238,600000001,1
199199,600000001,1
198169,600000001,1
198239,600000001,1
197233,600000001,1
194263,600000001,1
195426,600000001,1
194642,600000001,1
194476,600000001,1
194176,600000001,1
194671,600000001,1
195157,600000001,1
195305,600000001,1
195361,600000001,1
194057,600000001,1
193982,600000001,1
196210,600000001,1
194081,600000001,1
193253,600000001,1
197739,600000001,1
200489,600000001,1
196049,600000001,1
# Hoverboard test (1048576 1 800000001)
# time(ns),sleep_time(ns),repetitions
30115199,800000001,1
200509,800000001,1
195685,800000001,1
198912,800000001,1
196368,800000001,1
195831,800000001,1
202366,800000001,1
219673,800000001,1
197192,800000001,1
194821,800000001,1
194718,800000001,1
193757,800000001,1
195276,800000001,1
194309,800000001,1
194157,800000001,1
194844,800000001,1
197206,800000001,1
194027,800000001,1
195541,800000001,1
194189,800000001,1
195494,800000001,1
194336,800000001,1
194899,800000001,1
193498,800000001,1
194820,800000001,1
193289,800000001,1
196089,800000001,1
194539,800000001,1
195076,800000001,1
194143,800000001,1
# Hoverboard test (1048576 1 1000000001)
# time(ns),sleep_time(ns),repetitions
29957701,1000000001,1
200372,1000000001,1
194627,1000000001,1
201118,1000000001,1
196926,1000000001,1
195075,1000000001,1
199438,1000000001,1
196019,1000000001,1
198327,1000000001,1
195577,1000000001,1
194262,1000000001,1
196854,1000000001,1
195071,1000000001,1
196298,1000000001,1
199614,1000000001,1
200966,1000000001,1
196362,1000000001,1
196021,1000000001,1
197503,1000000001,1
194706,1000000001,1
195699,1000000001,1
195111,1000000001,1
195132,1000000001,1
193761,1000000001,1
193715,1000000001,1
193716,1000000001,1
194746,1000000001,1
194858,1000000001,1
201999,1000000001,1
194107,1000000001,1
