# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: dp-esb74
# Release : 4.18.0-348.23.1.el8_5.x86_64
# Version : #1 SMP Wed Apr 27 15:32:52 UTC 2022
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 82.995429 
# Number of iterations (recorded+unrecorded): 1464490803 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
903987284.61	5120.72
904987204.54	5596.69
905987147.48	5665.69
906987106.41	4693.74
907987055.34	5301.71
908987027.27	5899.68
909986979.20	5344.71
910986876.13	4796.74
911986815.06	5196.71
912986775.99	5412.70
913986743.92	6138.66
914986669.85	4725.74
915986632.78	5470.70
916986528.72	5631.69
917986508.65	5231.71
918986448.58	4650.74
919986384.51	5240.71
920986341.44	5583.69
921986303.37	6002.67
922986206.30	4681.74
923986153.23	5376.70
924986102.17	5673.69
925986080.09	5345.71
926986025.03	4731.74
927985979.96	4935.73
928985885.89	5680.69
929985827.82	5949.67
930985796.75	4437.76
931985726.68	5422.70
932985681.61	5747.68
933985631.54	5330.71
934985561.48	4491.75
935985490.41	5321.71
936985439.34	5458.70
937985415.27	5972.67
938985361.20	4728.74
939985302.13	5277.71
940985217.06	6701.63
941985178.99	5230.71
942985127.92	4767.74
943985088.85	5028.72
944985041.78	5624.69
945984979.72	6010.67
946984932.65	4668.74
947984845.58	5139.72
948984802.51	5681.69
949984758.44	5224.71
950984681.37	4818.73
951984644.30	5150.72
952984598.23	6052.67
953984523.16	6325.65
954984444.10	4938.73
955984427.03	5268.71
956984353.96	5577.69
957984330.89	5414.70
958984236.82	4913.73
959984163.75	5133.72
960984134.68	5737.68
961984067.61	6361.65
962984024.54	5388.70
963983982.47	5194.71
964983941.40	5785.68
965983858.34	5448.70
966983812.27	4740.74
967983759.20	5174.72
968983697.13	6084.66
969983651.06	6252.66
970983587.99	4882.73
971983512.92	5139.72
972983468.85	5809.68
973983421.78	5377.70
974983358.72	4863.73
975983338.65	5268.71
976983286.58	5746.68
977983186.51	5989.67
978983151.44	4540.75
979983104.37	5183.71
980983033.30	5584.69
981982986.23	7374.59
982982900.17	12866.29
983982841.10	5639.69
984982797.03	5898.68
985982770.96	5807.68
986982702.89	4795.74
987982665.82	5318.71
988982609.75	5648.69
989982534.68	5347.71
990982485.61	4707.74
991982421.54	5112.72
992982367.48	5519.70
993982329.41	5981.67
994982268.34	4402.76
995982201.27	5355.71
996982128.20	6529.64
997982112.13	5512.70
998982035.06	4709.74
999982012.99	5198.71
1000981945.92	5420.70
1001981857.86	5915.67
1002981806.79	4635.74
1003981771.72	6311.65
1004981719.65	5847.68
1005981671.58	5347.71
1006981618.51	4735.74
1007981543.44	4819.73
1008981473.37	5655.69
1009981429.30	5864.68
1010981373.23	4663.74
1011981343.16	5128.72
1012981276.10	5604.69
1013981218.03	5372.70
1014981136.96	4664.74
1015981088.89	5160.72
1016981042.82	5807.68
1017981016.75	5899.68
1018980962.68	4663.74
1018985709.42	4690.74
1019980859.61	5227.71
1020980812.54	5664.69
1021980777.47	5374.70
1022980723.41	4459.75
1023980680.34	5155.72
1024980619.27	6146.66
1025980565.20	5514.70
1026980495.13	4731.74
1027980444.06	5171.72
1028980397.99	5641.69
1029980338.92	5273.71
1030980301.85	4763.74
1031980255.78	5957.67
1032980191.71	5771.68
1033980092.65	5412.70
1034980045.58	4785.74
1035980016.51	5359.70
1036979979.44	5392.70
1037979879.37	5380.70
1038979842.30	4752.74
1039979783.23	5766.68
1040979743.16	5659.69
1041979676.10	5468.70
1042979649.02	4703.74
1043979556.96	5018.72
1044979511.89	5500.70
1045979455.82	5454.70
1046979395.75	4978.73
1047979361.68	5766.68
1048979307.61	5927.67
1049979256.54	5350.71
1050979178.47	4564.75
1051979103.41	5120.72
1052979071.34	5452.70
1053979030.27	5364.70
1054978972.20	4837.73
1055978929.13	5820.68
1056978883.06	5616.69
1057978769.99	5262.71
1058978744.92	4520.75
1059978689.85	5369.70
1060978626.79	5770.68
1061978592.71	5356.70
1062978501.65	4821.73
1063978449.58	5692.69
1064978394.51	5610.69
1065978348.44	5213.71
1066978320.37	5866.68
1067978254.30	5377.70
1068978165.23	5550.69
1069978111.17	5496.70
1070978068.10	4788.74
1071978021.03	5597.69
1072977981.96	5569.69
1073977926.89	5205.71
1074977835.82	4802.74
1075977801.75	5988.67
1076977755.68	6231.66
1077977699.61	5374.70
1078977659.54	4956.73
1079977594.47	5991.67
1080253281.29	4604.75
1080977550.40	5766.68
1081977453.34	6039.67
1082977429.27	4687.74
1083977350.20	5750.68
1084977304.13	6052.67
1085977272.06	5669.69
1086977181.99	5298.71
1087977138.92	4982.73
1088977098.85	5681.69
1089977049.78	5357.70
1090976969.72	4648.74
1091976930.65	5305.71
1092976838.58	5873.68
1093976808.51	5427.70
1094976768.44	5098.72
1095976709.37	5204.71
1096976651.30	5788.68
1097976610.23	5242.71
1098976529.16	4739.74
1099976486.09	5203.71
1100976429.03	5552.69
1101976363.96	10770.41
1102976339.89	5434.70
1102982554.54	838.95
1103976291.82	5270.71
1104976194.75	5824.68
1105976128.68	5492.70
1106976100.61	4712.74
1107976026.54	5145.72
1108975986.47	5734.68
1109975951.40	5322.71
1110975863.34	5376.70
1111975812.27	5295.71
1112975753.20	5888.68
1113975710.13	5233.71
1114975674.06	4779.74
1115975628.99	5187.71
1116975568.92	5417.70
1117975467.86	5621.69
1118975420.79	5405.70
1119975391.72	5162.72
1120975333.65	5825.68
1121975294.58	5402.70
1122975227.51	4699.74
1123975144.44	5361.70
1124975090.37	5841.68
1125975050.30	6045.67
1126975016.23	5673.69
1127974955.16	5680.69
1128974921.09	6382.65
1129974811.03	6481.64
1130974752.96	4799.74
1131974733.89	5125.72
1132974666.82	5888.68
1133974636.75	5633.69
1134974575.68	5372.70
1135974481.61	5780.68
1136974451.54	6011.67
