# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: ip-0A020006
# Release : 3.10.0-1127.19.1.el7.x86_64
# Version : #1 SMP Tue Aug 25 17:23:54 UTC 2020
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 98.992110 
# Number of iterations (recorded+unrecorded): 1099459655 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
750940116.07	5300.58
751940095.37	8400.33
752117591.23	1300.90
752939974.68	5100.59
753939953.99	5199.59
754939932.29	5201.59
755939711.60	5201.59
756939690.91	5200.59
756997490.30	2200.82
757939670.21	5400.57
758939449.53	5301.58
759939528.82	5201.59
760939408.13	5199.59
761939287.44	5099.59
762118284.17	1300.90
762939266.74	7199.43
763939246.04	5200.59
764939125.35	5200.59
765938904.67	5300.58
766938882.97	5301.58
767938763.28	8100.35
768938742.58	5300.58
769938721.88	5300.58
770938601.19	5300.58
771938480.50	5100.59
772118975.12	1201.90
772938557.80	19202.47
773938337.11	8602.31
774938317.42	5300.58
775938296.72	5100.59
776938076.04	5201.59
777938055.34	5200.59
778937934.65	5200.59
779937913.95	5200.59
780937693.27	5400.57
781937772.56	5200.59
782119669.06	1200.90
782937651.87	5100.59
783937531.18	5200.59
784937410.49	5200.59
785937489.78	5100.59
786937369.09	5200.59
787937148.41	8700.31
788937127.71	5300.58
789937006.02	5201.59
790936985.32	5301.58
791936864.63	5201.59
792120361.01	1200.90
792936743.94	8301.34
793936923.23	5201.59
794936602.55	5200.59
795936681.85	5300.58
796936461.16	5300.58
797936340.47	5400.57
798936319.78	6900.45
799936299.08	5500.56
800936378.37	5600.55
801936057.70	8300.34
802121053.95	1200.90
802936136.99	5200.59
803935916.31	5200.59
804935894.61	5301.58
805935774.92	5300.58
806935653.23	5201.59
807935632.53	5201.59
808935511.84	5301.58
809935390.15	8602.31
810935370.45	5401.57
811935249.76	5100.59
812121745.90	1200.90
812935229.06	9201.27
813935108.37	5200.59
814935086.67	5201.59
815934966.98	5200.59
816934846.29	5200.59
817934825.59	5200.59
818934904.89	5200.59
819934684.21	5200.59
820934563.52	5200.59
821934542.82	9000.28
822122438.84	1200.90
822934522.12	5299.58
823934300.44	5300.58
824934379.73	5601.55
825934159.05	5301.58
826934138.35	5201.59
827934017.66	5201.59
828933896.97	5201.59
829933976.26	5200.59
830933755.58	5299.58
831933734.88	5100.59
832123130.79	1200.90
832933714.18	5299.58
833933493.50	5300.58
834933472.80	5300.58
835933252.12	18100.56
836933331.41	8700.31
837933310.72	5200.59
838933190.02	5300.58
839933069.33	5200.59
840932947.64	5200.59
841932926.95	5301.58
842123823.73	1300.90
842932906.25	8701.31
843932685.56	5200.59
844932664.87	5400.57
845932544.18	9500.24
846932623.47	8801.30
847932602.77	5200.59
848932382.09	8301.34
849932261.40	5200.59
850932139.71	5301.58
851932120.01	8300.34
852124715.66	1200.90
852931999.32	5200.59
853931978.62	5499.56
854931957.92	5200.59
855931737.24	5300.58
