#size	rtt
4	27.971000
4	27.625000
4	27.146500
4	27.165500
4	26.027500
4	29.068000
4	26.129500
4	28.675000
4	28.341000
4	25.851500
4	25.082000
4	26.958000
4	24.914500
4	26.293000
4	28.512500
4	27.296000
4	24.085000
4	26.393000
4	24.843500
4	25.520000
4	25.978000
4	26.911000
4	25.976000
4	26.101500
4	24.751000
4	28.230500
4	25.978000
4	27.008500
4	24.424000
4	27.760500
4	24.633000
4	28.154500
4	25.298000
4	26.749500
4	24.823000
4	26.136000
4	29.616000
4	25.869500
4	25.738500
4	31.757000
4	26.707000
4	33.999000
4	28.090500
4	24.771500
4	27.167500
4	27.287000
4	28.298500
4	28.280500
4	25.341000
4	25.932500
4	24.219500
4	26.660000
4	25.898000
4	26.652000
4	27.488500
4	28.238500
4	30.603000
4	32.570500
4	30.343500
4	28.002000
4	25.140000
4	27.735000
4	26.332000
4	26.061500
4	25.887000
4	27.651000
4	23.757000
4	25.050000
4	24.434500
4	26.186500
4	26.921000
4	27.690000
4	28.220000
4	28.021500
4	25.388000
4	27.691000
4	23.973000
4	27.812000
4	24.442500
4	26.037000
4	28.761500
4	26.672500
4	26.365500
4	25.713500
4	23.596000
4	24.356000
4	25.086500
4	28.523000
4	23.719500
4	28.733500
4	25.343000
4	26.673500
4	24.907500
4	27.949000
4	27.753500
4	25.447500
4	25.579000
4	27.459000
4	27.412500
4	28.063500
4	25.292500
4	27.696500
4	25.157500
4	26.837000
4	27.394000
4	28.631500
4	24.526000
4	23.593000
4	24.383000
4	28.786500
4	26.422500
4	28.112500
4	25.500500
4	26.615500
4	26.467000
4	31.288000
4	24.374500
4	28.923000
4	23.340500
4	26.193500
4	26.834000
4	27.543500
4	25.498000
4	25.631000
4	26.253000
4	27.187500
4	25.644500
4	26.644000
4	23.770500
4	27.836500
4	24.808500
4	27.405000
4	25.357500
4	26.888500
4	24.323500
4	26.113000
4	24.629000
4	28.306000
4	24.291500
4	26.425000
4	24.210000
4	27.399000
4	24.524500
4	28.020000
4	24.890500
4	29.336500
4	25.850500
4	27.159500
4	43.196500
4	29.974000
4	26.810000
4	29.683000
4	26.329500
4	27.506000
4	25.333000
4	27.903000
4	24.695500
4	27.984000
4	25.405000
4	28.297000
4	26.227500
4	25.585500
4	24.563000
4	26.236500
4	24.222000
4	28.849000
4	28.087500
4	28.732500
4	23.447500
4	26.840500
4	26.168500
4	26.620000
4	23.988000
4	29.418000
4	25.673500
4	26.438000
4	25.892000
4	27.136500
4	24.702500
4	25.304500
4	26.754500
4	26.959000
4	28.449000
4	31.618000
4	26.961000
4	32.595500
4	25.262000
4	25.116000
4	25.760000
4	26.929000
4	25.974500
4	26.576000
4	24.988000
4	24.853500
4	26.660500
4	29.244000
4	23.873500
4	25.690500
4	25.724000
4	28.402000
4	26.642500
4	32.732000
4	25.447000
4	25.122000
4	24.707000
4	27.080000
4	26.189000
4	26.595000
4	26.700500
4	25.062000
4	24.465000
4	25.454500
4	25.536500
4	26.885000
4	24.774500
4	27.175500
4	27.709500
4	28.058500
4	25.387500
4	26.530500
4	25.377500
4	24.902000
4	26.643000
4	28.334000
4	27.575500
4	27.232000
4	27.758500
4	25.322000
4	25.134500
4	28.356000
4	25.028500
4	31.724500
4	25.791500
4	31.547000
4	26.329000
4	28.389500
4	24.293500
4	28.792500
4	26.716500
4	27.663000
4	24.831000
4	27.261000
4	28.469500
4	25.300500
4	24.496500
4	26.830000
4	24.370500
4	27.538000
4	24.612000
4	27.957500
4	24.664500
4	26.292000
4	26.034500
4	27.101000
4	24.904000
4	25.529000
4	24.937500
4	27.710500
4	26.541000
4	26.910000
4	23.164000
4	27.497500
4	25.335500
4	25.817500
4	23.688500
4	27.530000
4	25.081500
4	28.743500
4	25.254500
4	25.390500
4	27.279500
4	27.019500
4	27.138500
4	29.736500
4	26.737500
4	25.222500
4	24.102500
4	26.712000
4	25.508500
4	28.860000
4	25.320500
4	28.805500
4	26.380500
4	27.503000
4	24.690000
4	27.721500
4	26.402000
4	27.357000
4	24.074000
4	25.496500
4	24.620500
4	26.984000
4	25.748500
4	28.957000
4	26.089500
4	25.725000
4	23.706500
4	29.660000
4	24.426000
4	25.492500
4	25.096000
4	28.948500
4	27.569000
4	28.360500
4	25.137500
4	29.366500
4	24.742500
4	27.903500
4	26.676500
4	29.442500
4	26.976000
4	26.986000
4	26.852500
4	27.889500
4	25.225000
4	25.644000
4	26.505000
4	28.462000
4	24.547000
4	25.815500
4	25.774500
4	27.120000
4	27.274000
4	25.115000
4	25.037000
4	27.188500
4	24.986000
4	28.970500
4	24.350000
4	30.754000
4	26.460500
4	28.636000
4	24.997000
4	27.572000
4	25.444500
4	27.159000
4	25.873000
