# Benchmark Method: selfish
# Compute-Cycle Duration: 1000 usec
# Number of Cycles/Detours: 100000
# Sysname : Linux
# Nodename: queue1-dy-c5nmetal-1
# Release : 4.14.262-200.489.amzn2.x86_64
# Version : #1 SMP Fri Feb 4 20:34:30 UTC 2022
# Machine : Linux
# Selfish Benchmark
# Minimal cycle length [ns]: 71.994938 
# Number of iterations (recorded+unrecorded): 5114260034 
# Threshold: [% minimal cycle length]: 900 
# 
# Time [ns]	selfish duration [ns]
2882570939.14	1575.89
2886570687.90	1518.89
2890570380.65	1573.89
2894570112.41	1851.87
2898569823.16	1527.89
2902569566.92	1611.89
2906569262.68	1560.89
2910569010.43	1511.89
2914568696.19	1579.89
2918568402.94	1568.89
2922568129.70	1531.89
2926567848.46	1512.89
2930567578.21	1555.89
2934567277.97	1537.89
2938567019.72	1516.89
2942566723.48	1535.89
2946566454.23	1533.89
2950566161.99	2714.81
2954565908.74	1525.89
2958565591.50	1544.89
2962565353.25	1536.89
2963885229.45	16058.87
2965040322.22	12006.16
2966565040.01	1743.88
2970564782.77	1510.89
2974564480.52	1705.88
2974733803.62	16001.87
2976178342.04	11996.16
2978564229.28	1622.89
2982563919.04	2410.83
2986563631.79	1548.89
2990563369.55	1508.89
2994563065.30	1527.89
2998562810.06	1512.89
3002562509.81	1523.89
3006562250.57	2677.81
3010561934.33	1532.89
3014561686.08	2660.81
3018561383.84	2650.81
3022561130.59	1502.89
3026560822.35	2712.81
3027214540.38	15921.88
3029354516.91	12196.14
3030560558.10	1740.88
3034560261.86	2667.81
3038560006.61	1515.89
3042559709.37	2640.81
3046559443.13	2966.79
3050393997.50	16068.87
3050559132.88	1859.87
3052534539.98	12186.14
3054558866.64	2034.86
3058558578.40	1526.89
3062558283.15	2782.80
3063573036.80	16066.87
3065714332.23	11931.16
3066558033.91	2583.82
3070557722.66	1527.89
3073754660.87	16010.87
3074557451.42	2394.83
3075917886.76	12108.15
3078557159.17	1597.89
3082556913.93	2641.81
3086556610.69	1517.89
3090556333.44	3012.79
3090580752.72	16047.87
3091685221.06	12142.15
3094556046.20	1850.87
3098555769.95	1525.89
3102555471.71	2664.81
3106555227.46	1516.89
3110554931.22	3537.75
3114554658.97	1535.89
3118554369.73	2815.80
3122554066.49	2650.81
3126553794.24	1527.89
3130553509.00	2643.81
3134553236.75	1718.88
3134574321.27	15952.88
3135673574.98	12151.15
3138552935.51	1615.89
3138573963.03	15964.88
3139669917.97	12000.16
3142552684.27	1615.89
3142574535.73	16086.87
3143667617.87	12032.15
3146552393.02	1663.88
3146574395.47	15997.88
3146590465.34	2122.85
3147636946.76	12080.15
3150552120.78	1641.88
3150603966.13	15828.89
3151662204.72	12005.16
3154551817.53	1624.89
3154605207.78	16234.86
3155665447.23	12093.15
3158551552.29	1603.89
3158598589.98	16027.87
3159693557.99	11948.16
3162551260.05	1615.89
3162595970.90	16069.87
3165105940.41	11946.16
3166550996.80	1619.89
3166597090.56	15988.88
3167661045.75	12156.15
3170550710.56	1590.89
3174143775.91	16060.87
3174550429.31	2513.82
3176284487.38	11940.16
3178550134.07	2716.81
3182549837.83	2752.81
3186549591.58	2736.81
3190549327.33	2793.80
3194549018.09	2773.80
3198548729.85	2785.80
3202548474.60	2857.80
3206548170.36	2867.80
3210547908.11	2625.82
3214547611.87	1512.89
3218547337.63	1523.89
3222547051.38	1510.89
3226546767.14	1525.89
3230546480.89	2712.81
3234546223.65	1532.89
3238545913.41	2470.83
3242545672.16	1550.89
3246545364.92	1515.89
3250545045.67	1544.89
3254544808.43	1524.89
3258544490.19	1533.89
3262356330.15	16031.87
3262544222.94	1790.87
3265313031.25	11935.16
3266543951.70	1608.89
3270543684.45	1520.89
3274543392.21	1511.89
3274713805.22	15938.88
3275937237.20	12119.15
3278152281.44	15828.89
3278543133.96	1782.87
3279911877.72	12122.15
3282542820.72	1603.89
3286542564.47	2704.81
3290542256.23	1519.89
3294541993.99	1525.89
3298541698.74	1513.89
3299950528.68	15860.88
3302090825.18	12139.15
3302541436.50	1623.89
3306541146.25	1526.89
3310131533.79	16055.87
3310540894.01	1761.88
3312271409.32	11950.16
3314540575.76	1619.89
3318540280.52	1511.89
