#size	rtt
1	104.561000
1	105.885000
1	102.614000
1	95.694500
1	97.555000
1	95.325500
1	95.023000
1	91.983000
1	92.809500
1	92.982500
1	23.295000
1	21.972500
1	22.555000
1	22.204000
1	23.644500
1	22.911500
1	22.422500
1	22.193000
1	24.353500
1	23.196500
1	22.096500
1	22.323500
1	22.502000
1	21.893500
1	22.190000
1	22.155500
1	22.841500
1	22.036500
1	21.366500
1	21.850500
1	21.405500
1	22.119500
1	21.490500
1	20.809500
1	22.184000
1	21.643000
1	20.744000
1	22.298500
1	21.582500
1	20.853500
1	20.784500
1	21.685000
1	20.442500
1	20.929500
1	20.808000
1	21.526000
1	22.262000
1	20.466000
1	21.540500
1	21.088000
1	21.455000
1	20.490000
1	21.325500
1	21.180500
1	20.896000
1	23.914500
1	21.135500
1	21.807500
1	22.629500
1	20.606500
1	21.441000
1	20.628000
1	21.474000
1	21.149500
1	20.987500
1	20.947500
1	20.910500
1	21.636000
1	20.708500
1	20.664000
1	20.875000
1	20.262000
1	20.284000
1	22.578500
1	21.021000
1	20.408500
1	20.715000
1	22.298500
1	20.424500
1	22.572000
1	20.692000
1	22.399000
1	20.239500
1	23.772000
1	20.758000
1	21.646000
1	20.284000
1	20.548000
1	20.636000
1	20.870000
1	20.826500
1	22.169000
1	21.516000
1	21.818000
1	21.023500
1	21.315000
1	20.088000
1	21.168500
1	21.350000
1	20.989500
1	21.460000
1	20.720000
1	22.075000
1	21.371000
1	20.690000
1	21.234000
1	19.934500
1	21.413000
1	20.753500
1	22.366000
1	21.506500
1	20.863000
1	22.882000
1	21.780000
1	21.376500
1	21.061000
1	21.470000
1	20.374000
1	21.068500
1	21.452000
1	21.210000
1	21.513500
1	22.022500
1	20.933000
1	20.779500
1	21.786500
1	21.184500
1	20.763000
1	20.486500
1	21.566500
1	22.538000
1	20.745500
1	21.561000
1	22.217500
1	20.837000
1	21.806000
1	20.308500
1	21.385500
1	20.695500
1	21.976000
1	21.268500
1	20.240000
1	21.930500
1	20.536000
1	21.398500
1	21.118000
1	20.570500
1	22.381000
1	20.686000
1	21.095000
1	20.622000
1	21.539500
1	22.261000
1	20.969000
1	20.861000
1	20.304000
1	20.909000
1	21.419500
1	22.685000
1	21.070500
1	21.037500
1	20.966000
1	20.045000
1	21.085500
1	20.231500
1	21.143500
1	23.864500
1	21.812000
1	25.108500
1	22.558000
1	21.861500
1	22.166500
1	22.145500
1	22.143500
1	21.670000
1	22.266000
1	22.790000
1	22.093000
1	22.043000
1	21.826500
1	22.183500
1	21.426000
1	22.764000
1	22.279500
1	21.840000
1	22.003000
1	22.583500
1	22.063000
1	22.565000
1	22.290000
1	22.487000
1	21.023000
1	21.899500
1	21.894500
1	21.953000
1	21.715000
1	21.681500
1	22.340000
1	20.641500
1	22.108500
1	22.921500
1	22.380000
1	22.078000
1	22.343500
1	22.722000
1	22.339000
1	21.903000
1	21.674000
1	22.635500
1	22.008500
1	23.262000
1	21.662500
1	29.506500
1	22.162500
1	21.489500
1	23.454000
1	21.219000
1	21.030500
1	21.615000
1	20.294500
1	20.685500
1	21.508500
1	21.994500
1	21.546500
1	21.273500
1	21.631000
1	21.000000
1	21.021500
1	21.301000
1	20.013500
1	21.184000
1	20.339000
1	20.927500
1	21.184000
1	21.637500
1	21.409000
1	20.443500
1	21.761500
1	20.852500
1	21.589000
1	21.509000
1	20.940500
1	21.510000
1	20.988500
1	20.625000
1	20.969000
1	20.843500
1	21.981500
1	21.369000
1	21.160000
1	20.837500
1	20.120500
1	22.305000
1	21.232500
1	23.132000
1	22.139500
1	20.795000
1	21.709500
